age,education,marital-status,relationship,sex,income
60.0,7th-8th,Divorced,Not-in-family,,
,,Married-civ-spouse,,,<=50K
35.0,Assoc-acdm,Never-married,,,
48.0,,Never-married,Unmarried,Female,<=50K
51.0,,Married-civ-spouse,Husband,,>50K
29.0,HS-grad,Never-married,Not-in-family,Male,<=50K
36.0,HS-grad,Separated,Not-in-family,,<=50K
17.0,10th,Never-married,Own-child,Female,<=50K
52.0,Masters,Divorced,Not-in-family,Female,<=50K
24.0,HS-grad,Never-married,Not-in-family,,
,HS-grad,Married-civ-spouse,Husband,Male,
26.0,Bachelors,Never-married,Own-child,,<=50K
27.0,,Never-married,Own-child,,
39.0,HS-grad,Never-married,Own-child,Male,
30.0,HS-grad,,Husband,Male,<=50K
50.0,HS-grad,Married-civ-spouse,,Male,
52.0,,Married-civ-spouse,Husband,Male,
46.0,,Married-civ-spouse,Husband,,>50K
23.0,,Never-married,,Female,<=50K
45.0,11th,Widowed,Not-in-family,,<=50K
,9th,Widowed,Unmarried,Female,
,Assoc-voc,Married-civ-spouse,Husband,,
47.0,9th,Married-spouse-absent,Unmarried,Male,<=50K
30.0,HS-grad,Never-married,Own-child,Male,
34.0,HS-grad,Married-civ-spouse,Husband,,>50K
38.0,HS-grad,Married-civ-spouse,,,
33.0,Some-college,,Husband,Male,
49.0,Bachelors,Married-civ-spouse,,,
47.0,Some-college,Never-married,Unmarried,,<=50K
49.0,,Separated,Unmarried,Female,<=50K
43.0,Some-college,Married-civ-spouse,Husband,Male,>50K
30.0,Bachelors,Married-civ-spouse,Wife,,
58.0,HS-grad,,Husband,Male,
19.0,,,,Female,
,,Never-married,,Male,
33.0,,Married-civ-spouse,Husband,,>50K
47.0,5th-6th,Married-civ-spouse,,Male,<=50K
52.0,Doctorate,,,,
26.0,,Divorced,,,<=50K
60.0,,Married-civ-spouse,Husband,Male,
21.0,Some-college,,Own-child,Male,<=50K
,Some-college,,,,>50K
31.0,Some-college,,Husband,Male,<=50K
50.0,Doctorate,Separated,Not-in-family,Male,>50K
31.0,HS-grad,Divorced,,Female,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
58.0,HS-grad,,Husband,Male,
30.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
20.0,Some-college,,,Male,<=50K
24.0,HS-grad,Never-married,Other-relative,,<=50K
35.0,Doctorate,Married-civ-spouse,Husband,Male,
38.0,,Separated,Not-in-family,,
27.0,HS-grad,,Own-child,,<=50K
29.0,Some-college,Never-married,Unmarried,Female,
70.0,9th,Widowed,Unmarried,Female,<=50K
34.0,,Married-civ-spouse,Husband,Male,
44.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
43.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
44.0,12th,,,,
35.0,Masters,Never-married,Not-in-family,Male,<=50K
27.0,Some-college,Never-married,,Male,
43.0,Masters,Never-married,Not-in-family,Male,<=50K
20.0,Some-college,Never-married,Not-in-family,,<=50K
42.0,,,,,>50K
27.0,Some-college,Married-civ-spouse,Husband,,<=50K
42.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
20.0,11th,,Own-child,,
24.0,9th,Never-married,Not-in-family,Male,
48.0,,Divorced,Not-in-family,Male,<=50K
17.0,11th,Never-married,,,
,11th,Never-married,,Male,<=50K
33.0,Bachelors,Married-civ-spouse,Husband,,
50.0,,Married-civ-spouse,,,
22.0,,Never-married,Own-child,Female,
17.0,12th,Never-married,Own-child,Male,
32.0,Some-college,Married-civ-spouse,Husband,,
31.0,HS-grad,Never-married,Not-in-family,,
58.0,HS-grad,,,,
29.0,HS-grad,Never-married,Own-child,,<=50K
37.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
34.0,,,Husband,Male,
23.0,Some-college,Separated,Unmarried,Male,<=50K
18.0,11th,Never-married,Own-child,Female,<=50K
34.0,,,Not-in-family,Female,
66.0,7th-8th,Never-married,Not-in-family,Male,<=50K
45.0,,Married-civ-spouse,,,<=50K
41.0,Masters,Never-married,Not-in-family,Male,<=50K
26.0,,,Other-relative,,
54.0,Some-college,Married-civ-spouse,Husband,Male,
24.0,Some-college,Never-married,Own-child,,<=50K
42.0,Some-college,Married-civ-spouse,Husband,,
20.0,,Never-married,Own-child,,<=50K
23.0,Bachelors,Never-married,Not-in-family,,
25.0,Assoc-acdm,Never-married,Other-relative,,
,Masters,Never-married,,,>50K
31.0,Masters,Married-civ-spouse,,Male,>50K
30.0,,,Own-child,,<=50K
19.0,,Never-married,Own-child,,
36.0,,Never-married,,,<=50K
31.0,,Widowed,,,
21.0,Some-college,Never-married,,Male,<=50K
,Some-college,Married-civ-spouse,Husband,Male,<=50K
46.0,Doctorate,Divorced,Unmarried,Female,
44.0,Bachelors,,Own-child,,>50K
40.0,12th,Married-civ-spouse,Husband,,<=50K
45.0,Some-college,,Not-in-family,,
,HS-grad,,Husband,,<=50K
18.0,11th,Never-married,Other-relative,,<=50K
28.0,,Married-civ-spouse,,,<=50K
36.0,Some-college,Divorced,Unmarried,Female,
,Bachelors,Separated,Not-in-family,,<=50K
40.0,,Married-civ-spouse,,,
36.0,,Divorced,Unmarried,Female,<=50K
31.0,HS-grad,Separated,Unmarried,Female,<=50K
33.0,HS-grad,Married-civ-spouse,Husband,,<=50K
19.0,HS-grad,,,Female,<=50K
22.0,Some-college,,Own-child,Female,
34.0,Bachelors,,Husband,Male,>50K
33.0,HS-grad,,Not-in-family,,
41.0,HS-grad,Married-civ-spouse,Husband,,<=50K
29.0,,Never-married,Not-in-family,,
50.0,HS-grad,Married-civ-spouse,,,
42.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
43.0,,Never-married,Not-in-family,,>50K
44.0,,Married-civ-spouse,,Female,
20.0,,Never-married,Not-in-family,Female,
31.0,,,Husband,,<=50K
65.0,,Married-civ-spouse,Husband,,
23.0,Some-college,Never-married,Not-in-family,Female,<=50K
55.0,,,Not-in-family,,<=50K
26.0,Assoc-voc,Married-civ-spouse,Husband,,
25.0,Assoc-voc,Never-married,Own-child,Female,<=50K
45.0,Some-college,Married-civ-spouse,Wife,,<=50K
35.0,,Married-civ-spouse,,Male,<=50K
,,Never-married,Not-in-family,Female,<=50K
43.0,Bachelors,Married-civ-spouse,Husband,,
56.0,HS-grad,Widowed,Unmarried,Female,
42.0,,Married-civ-spouse,Husband,Male,>50K
19.0,Some-college,Never-married,Other-relative,,
55.0,HS-grad,,Husband,,<=50K
42.0,Masters,,Not-in-family,,>50K
26.0,Assoc-voc,Never-married,Own-child,,
17.0,,Never-married,Own-child,,<=50K
42.0,,Married-civ-spouse,Wife,Female,>50K
55.0,,Married-civ-spouse,,Male,>50K
,Some-college,Never-married,Own-child,Female,
29.0,,Never-married,,,
46.0,Bachelors,Married-civ-spouse,Husband,,
29.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
22.0,Bachelors,Never-married,Unmarried,Male,<=50K
,10th,Married-civ-spouse,,Male,
23.0,HS-grad,,Unmarried,,
39.0,,Never-married,Not-in-family,Male,
27.0,Assoc-voc,Never-married,Own-child,,
54.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
33.0,Bachelors,,Not-in-family,Female,<=50K
46.0,HS-grad,,,Female,
37.0,HS-grad,Never-married,,,<=50K
36.0,HS-grad,Never-married,Not-in-family,Female,
59.0,HS-grad,,Wife,Female,>50K
34.0,,Divorced,,,<=50K
,Doctorate,Married-civ-spouse,,Male,
51.0,Bachelors,Never-married,Not-in-family,Male,>50K
32.0,,Separated,Unmarried,,<=50K
31.0,,Married-spouse-absent,,,
22.0,Some-college,Married-civ-spouse,,Female,<=50K
47.0,,Divorced,Not-in-family,Female,
32.0,,,Not-in-family,Male,
26.0,,,Not-in-family,,
37.0,5th-6th,Separated,,Male,
31.0,,Divorced,Unmarried,Male,<=50K
37.0,,,Wife,Female,>50K
55.0,HS-grad,Never-married,Not-in-family,,<=50K
23.0,,Divorced,,,
36.0,,Divorced,Unmarried,,<=50K
34.0,,Married-civ-spouse,,Male,
43.0,Bachelors,,Husband,,>50K
,,Never-married,Not-in-family,Male,<=50K
43.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
28.0,Assoc-voc,Never-married,Not-in-family,Female,
40.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
,,Married-civ-spouse,Husband,,
40.0,Bachelors,,Not-in-family,Female,>50K
42.0,,,Not-in-family,,<=50K
61.0,,Married-civ-spouse,Husband,,
18.0,12th,Never-married,Own-child,,<=50K
59.0,HS-grad,Married-civ-spouse,Husband,,<=50K
21.0,,Never-married,Not-in-family,Female,
48.0,Assoc-voc,Married-civ-spouse,Husband,Male,
41.0,,Married-civ-spouse,,,<=50K
18.0,,,Own-child,,<=50K
23.0,HS-grad,Never-married,Not-in-family,Female,
60.0,HS-grad,Married-civ-spouse,Husband,Male,
22.0,,,Other-relative,Male,
61.0,HS-grad,Married-civ-spouse,Husband,,
25.0,HS-grad,,Not-in-family,Male,<=50K
,Masters,Never-married,Not-in-family,,>50K
43.0,Bachelors,Married-civ-spouse,Husband,Male,
43.0,Assoc-acdm,Divorced,Not-in-family,Male,<=50K
24.0,HS-grad,Never-married,Own-child,,
68.0,11th,,Unmarried,Male,
31.0,,Divorced,Unmarried,,
17.0,11th,Never-married,Own-child,Female,
32.0,HS-grad,,Husband,Male,
50.0,Masters,Married-spouse-absent,Other-relative,Male,<=50K
33.0,Bachelors,,Husband,,>50K
64.0,Bachelors,,Husband,,>50K
20.0,,Never-married,Own-child,Male,
30.0,,Separated,,Female,
22.0,Some-college,Never-married,Own-child,,
43.0,Some-college,Divorced,Not-in-family,,<=50K
22.0,,Never-married,Own-child,Male,
17.0,,Never-married,Own-child,,
47.0,HS-grad,Married-civ-spouse,,Female,<=50K
41.0,Assoc-voc,,,,<=50K
56.0,,Married-civ-spouse,Husband,Male,>50K
64.0,HS-grad,Married-civ-spouse,,Male,<=50K
47.0,HS-grad,Married-civ-spouse,Husband,Male,
48.0,Assoc-voc,Never-married,,,
31.0,Masters,,Not-in-family,Female,<=50K
29.0,Assoc-voc,,,Male,
30.0,,Widowed,Not-in-family,,
32.0,HS-grad,Married-civ-spouse,Husband,Male,
57.0,,Widowed,Unmarried,,>50K
62.0,HS-grad,Widowed,Not-in-family,,<=50K
39.0,,Separated,Unmarried,,
43.0,,,Not-in-family,Male,<=50K
24.0,Bachelors,Never-married,Own-child,,<=50K
42.0,11th,Married-civ-spouse,Husband,,<=50K
,Some-college,Married-civ-spouse,Wife,Female,>50K
,Some-college,Never-married,Own-child,Male,
73.0,HS-grad,Married-civ-spouse,Husband,Male,
72.0,11th,,Not-in-family,Female,<=50K
55.0,,,Husband,,<=50K
,HS-grad,,,Male,<=50K
,,,Not-in-family,Female,>50K
,Bachelors,Never-married,Not-in-family,Male,
63.0,,Widowed,,,<=50K
17.0,11th,,,Male,
35.0,,Married-civ-spouse,Husband,,
51.0,,Married-civ-spouse,Husband,Male,
62.0,,,Not-in-family,Female,<=50K
55.0,HS-grad,Married-civ-spouse,Husband,,>50K
43.0,,Divorced,Not-in-family,Male,<=50K
40.0,,Divorced,Not-in-family,,
37.0,Bachelors,,,,
39.0,Bachelors,Married-civ-spouse,Husband,,<=50K
,HS-grad,Never-married,,,
61.0,,Widowed,Not-in-family,Female,
26.0,Assoc-voc,Divorced,Not-in-family,Female,
,HS-grad,Married-civ-spouse,Husband,,<=50K
26.0,,Never-married,Not-in-family,,
48.0,Doctorate,Divorced,Own-child,Male,>50K
34.0,HS-grad,Never-married,Own-child,Male,<=50K
34.0,,Never-married,Own-child,Female,<=50K
59.0,HS-grad,Married-civ-spouse,Husband,Male,
34.0,,,Own-child,Female,
49.0,Bachelors,,Not-in-family,Female,>50K
,11th,Never-married,,,
43.0,HS-grad,Married-civ-spouse,,,
48.0,11th,Married-civ-spouse,Husband,,
28.0,Some-college,Married-civ-spouse,Husband,Male,
33.0,,Married-civ-spouse,Husband,,<=50K
24.0,Some-college,Never-married,Not-in-family,,
21.0,10th,Never-married,,,<=50K
,,Never-married,,,<=50K
39.0,,Married-civ-spouse,Husband,,>50K
29.0,Bachelors,,Own-child,,<=50K
44.0,,Married-civ-spouse,Husband,Male,
24.0,Some-college,,Own-child,Male,<=50K
71.0,Masters,Married-civ-spouse,,Male,>50K
51.0,Bachelors,,Husband,,
55.0,5th-6th,Divorced,Unmarried,Male,<=50K
41.0,,Married-civ-spouse,Husband,,
,,,Unmarried,Female,<=50K
38.0,Assoc-voc,Divorced,Unmarried,,<=50K
39.0,HS-grad,Married-civ-spouse,Husband,Male,
19.0,,,Not-in-family,,<=50K
49.0,,Divorced,Not-in-family,,<=50K
,,Married-civ-spouse,Other-relative,Male,
27.0,HS-grad,Married-civ-spouse,,Male,<=50K
38.0,Bachelors,,Husband,Male,>50K
33.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
63.0,,Married-civ-spouse,,Male,<=50K
23.0,Bachelors,,Own-child,,<=50K
33.0,Some-college,Married-civ-spouse,Husband,Male,
54.0,,Married-civ-spouse,Husband,Male,
29.0,Assoc-voc,Divorced,Not-in-family,Female,
48.0,Some-college,,Unmarried,Female,<=50K
35.0,Bachelors,Never-married,Not-in-family,,
28.0,,Married-civ-spouse,,Female,
,Bachelors,Married-civ-spouse,,Male,
42.0,,,Husband,,
40.0,,,Husband,,<=50K
47.0,Some-college,Divorced,,Male,<=50K
,Bachelors,Never-married,Own-child,,<=50K
30.0,,Married-civ-spouse,Husband,Male,
28.0,HS-grad,Married-civ-spouse,Husband,,<=50K
63.0,,Married-civ-spouse,Husband,Male,
51.0,,Married-civ-spouse,Husband,,
22.0,HS-grad,,,Female,<=50K
27.0,,Married-civ-spouse,,Male,<=50K
,HS-grad,Never-married,Not-in-family,,<=50K
46.0,HS-grad,Divorced,Not-in-family,Female,<=50K
37.0,Some-college,,Not-in-family,Male,<=50K
24.0,,,Own-child,,
37.0,,Divorced,Own-child,,<=50K
53.0,Some-college,Married-civ-spouse,,Male,<=50K
,HS-grad,,Not-in-family,,<=50K
38.0,Some-college,,Not-in-family,,
53.0,10th,Married-civ-spouse,Husband,Male,
34.0,Some-college,Never-married,Not-in-family,Male,<=50K
23.0,,,Own-child,Male,
,Bachelors,Married-civ-spouse,,,>50K
43.0,,Married-civ-spouse,Wife,Female,
67.0,HS-grad,Married-civ-spouse,,,
81.0,,Married-civ-spouse,Husband,,
21.0,,Never-married,Own-child,,
23.0,Some-college,Never-married,Not-in-family,,
25.0,Some-college,,Unmarried,Male,<=50K
42.0,,,Wife,Female,<=50K
38.0,Some-college,Married-civ-spouse,Wife,,<=50K
64.0,HS-grad,Married-civ-spouse,Husband,Male,
32.0,HS-grad,Married-civ-spouse,Husband,,
37.0,,Married-civ-spouse,Husband,,
51.0,,Married-civ-spouse,Husband,,
22.0,Some-college,,,Female,
33.0,,Married-spouse-absent,Not-in-family,Female,<=50K
42.0,HS-grad,,,,<=50K
19.0,,Never-married,Own-child,,
51.0,Preschool,,Husband,,<=50K
23.0,HS-grad,Married-civ-spouse,Wife,,<=50K
37.0,11th,Married-civ-spouse,,,>50K
37.0,HS-grad,Married-civ-spouse,Husband,,
,,Never-married,,,<=50K
41.0,Prof-school,,Husband,,>50K
33.0,HS-grad,Married-civ-spouse,,,<=50K
31.0,Bachelors,Never-married,Not-in-family,Male,>50K
31.0,Assoc-acdm,Divorced,Unmarried,,<=50K
35.0,HS-grad,,Husband,Male,
38.0,HS-grad,,,Male,>50K
18.0,HS-grad,,Not-in-family,Female,
20.0,HS-grad,Married-civ-spouse,Husband,,<=50K
54.0,Some-college,Divorced,Unmarried,,
40.0,Some-college,Divorced,,Female,
36.0,Bachelors,Married-civ-spouse,Wife,,
43.0,,Divorced,Unmarried,,<=50K
44.0,,Divorced,,,<=50K
44.0,HS-grad,Married-civ-spouse,Wife,,
43.0,Masters,Married-civ-spouse,Husband,,>50K
51.0,7th-8th,,Unmarried,,<=50K
18.0,HS-grad,Never-married,,Female,
51.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
41.0,10th,Married-civ-spouse,Husband,Male,<=50K
44.0,,Married-civ-spouse,Husband,,
33.0,,Divorced,Not-in-family,,
33.0,Bachelors,Married-civ-spouse,Husband,Male,
42.0,Assoc-acdm,Married-civ-spouse,Husband,,
25.0,Some-college,Married-civ-spouse,Husband,,<=50K
,HS-grad,Divorced,Not-in-family,Female,<=50K
32.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
36.0,,Divorced,Unmarried,,
,HS-grad,Married-civ-spouse,Husband,,<=50K
20.0,HS-grad,Never-married,Own-child,Female,
35.0,,,Husband,,
55.0,HS-grad,Married-civ-spouse,Husband,,
48.0,Bachelors,,Husband,Male,>50K
36.0,Assoc-voc,,,,<=50K
34.0,HS-grad,,,Male,>50K
28.0,,Never-married,Not-in-family,Female,
67.0,,Widowed,Not-in-family,Male,>50K
37.0,,Married-civ-spouse,Husband,,<=50K
44.0,HS-grad,Never-married,Unmarried,Male,<=50K
25.0,Some-college,Never-married,Not-in-family,Female,
21.0,Some-college,Never-married,Not-in-family,Female,<=50K
40.0,,Married-civ-spouse,Husband,Male,>50K
78.0,HS-grad,Widowed,,Female,
34.0,HS-grad,Divorced,,,
,HS-grad,Never-married,Not-in-family,Female,<=50K
22.0,,Never-married,Not-in-family,Female,<=50K
23.0,HS-grad,Never-married,Unmarried,Female,<=50K
60.0,HS-grad,Never-married,Unmarried,Male,<=50K
45.0,HS-grad,Widowed,,,
63.0,,,Not-in-family,Female,<=50K
41.0,,Never-married,Own-child,Female,<=50K
47.0,,Divorced,,Female,<=50K
44.0,,Divorced,,,
51.0,Some-college,Widowed,,Female,
,Bachelors,Never-married,Not-in-family,Male,<=50K
41.0,,Married-civ-spouse,Husband,Male,
50.0,,Married-civ-spouse,Husband,Male,<=50K
47.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
35.0,,Never-married,Not-in-family,Male,
56.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
45.0,,Divorced,,,<=50K
48.0,Bachelors,Divorced,Unmarried,,
40.0,Some-college,Married-civ-spouse,Husband,,
39.0,,Married-civ-spouse,Husband,,
20.0,Some-college,Never-married,Own-child,Male,<=50K
50.0,Doctorate,,,Male,>50K
38.0,,Married-civ-spouse,Wife,Female,
,Bachelors,Never-married,Own-child,,<=50K
31.0,HS-grad,Never-married,Own-child,Male,
58.0,,Married-civ-spouse,Husband,,
66.0,,Separated,Not-in-family,,
39.0,,Married-civ-spouse,Husband,Male,
54.0,HS-grad,Married-civ-spouse,Husband,,
26.0,Some-college,Married-civ-spouse,,,
51.0,,Divorced,Not-in-family,,
34.0,Assoc-voc,Never-married,Own-child,Male,
,HS-grad,Married-civ-spouse,,,>50K
42.0,Some-college,Married-civ-spouse,Husband,,>50K
38.0,Masters,Married-civ-spouse,,Male,<=50K
48.0,7th-8th,Married-civ-spouse,Husband,Male,
33.0,,Married-civ-spouse,Wife,,>50K
51.0,HS-grad,Widowed,Unmarried,,<=50K
22.0,,Divorced,Not-in-family,,<=50K
,HS-grad,,,Male,
41.0,Some-college,Never-married,Not-in-family,Male,<=50K
,,Married-civ-spouse,Husband,,
42.0,HS-grad,Separated,Not-in-family,Female,<=50K
34.0,Some-college,Married-civ-spouse,Husband,Male,
23.0,HS-grad,Never-married,,Female,<=50K
56.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
30.0,Bachelors,Never-married,Not-in-family,,<=50K
45.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
48.0,10th,Married-civ-spouse,,,
48.0,Masters,Married-spouse-absent,Not-in-family,,<=50K
31.0,Assoc-voc,Never-married,,Female,<=50K
20.0,Assoc-acdm,Never-married,,Male,
27.0,,Never-married,Not-in-family,,
32.0,HS-grad,,,,<=50K
76.0,,Widowed,Not-in-family,Male,<=50K
19.0,HS-grad,Never-married,Unmarried,Male,
66.0,,Married-civ-spouse,Husband,Male,<=50K
37.0,,,Not-in-family,,
34.0,HS-grad,,Unmarried,,<=50K
34.0,11th,Married-civ-spouse,,Female,
90.0,HS-grad,Never-married,Not-in-family,Female,
23.0,,Never-married,Own-child,,
43.0,Some-college,,Not-in-family,,<=50K
,Bachelors,Married-civ-spouse,Husband,Male,>50K
24.0,Some-college,Never-married,,,<=50K
28.0,Prof-school,,Unmarried,Male,
64.0,,Never-married,,,<=50K
23.0,,Married-civ-spouse,,Male,<=50K
20.0,,Never-married,Not-in-family,,<=50K
36.0,,,Husband,Male,>50K
61.0,,Married-civ-spouse,,,
53.0,Bachelors,Married-civ-spouse,Husband,,>50K
30.0,Bachelors,Married-civ-spouse,Husband,Male,
52.0,Some-college,Married-civ-spouse,Husband,Male,>50K
38.0,Some-college,Divorced,Not-in-family,,<=50K
32.0,,Married-civ-spouse,Husband,Male,<=50K
30.0,12th,Married-civ-spouse,Husband,Male,<=50K
41.0,Assoc-voc,Divorced,Not-in-family,Female,
49.0,Masters,Married-civ-spouse,,,>50K
,HS-grad,,Husband,,
43.0,HS-grad,Married-civ-spouse,Husband,,<=50K
61.0,HS-grad,Married-civ-spouse,,,
54.0,HS-grad,Married-civ-spouse,,Male,<=50K
34.0,,Separated,,Female,<=50K
49.0,Some-college,Married-civ-spouse,Husband,Male,>50K
38.0,Some-college,Never-married,Own-child,,
35.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
36.0,12th,Married-civ-spouse,Husband,Male,
30.0,,Married-civ-spouse,Husband,Male,<=50K
36.0,,Divorced,Not-in-family,,
22.0,Bachelors,Never-married,Own-child,Female,
38.0,HS-grad,Married-civ-spouse,Husband,Male,
37.0,,Married-civ-spouse,Husband,,>50K
48.0,Doctorate,Married-civ-spouse,Wife,Female,>50K
17.0,11th,,Own-child,,<=50K
19.0,Some-college,Never-married,Own-child,,
27.0,Bachelors,Never-married,,Female,<=50K
22.0,Bachelors,Never-married,,,<=50K
49.0,HS-grad,Married-civ-spouse,Husband,,<=50K
43.0,Assoc-voc,Married-civ-spouse,Wife,,>50K
43.0,Bachelors,Separated,Unmarried,,<=50K
19.0,HS-grad,,Not-in-family,Female,
58.0,HS-grad,,,Male,<=50K
41.0,,Married-civ-spouse,Husband,,
31.0,Some-college,,,Male,<=50K
30.0,Assoc-voc,Married-civ-spouse,Husband,Male,
,HS-grad,,Husband,Male,<=50K
29.0,Bachelors,Never-married,,Male,
42.0,,,,Male,>50K
38.0,HS-grad,Divorced,Own-child,Male,<=50K
41.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
44.0,Bachelors,Never-married,Not-in-family,,>50K
31.0,Doctorate,,,,<=50K
34.0,HS-grad,Divorced,,,<=50K
,,,,Male,<=50K
22.0,Bachelors,Never-married,Own-child,,
62.0,10th,Married-civ-spouse,,,
19.0,,Never-married,Own-child,,<=50K
29.0,HS-grad,Married-civ-spouse,Wife,Female,
43.0,Some-college,Divorced,,Female,
68.0,,Married-civ-spouse,Husband,,<=50K
45.0,,Married-civ-spouse,,Male,>50K
39.0,9th,Married-civ-spouse,,,<=50K
41.0,Bachelors,Married-civ-spouse,Husband,Male,
34.0,Assoc-acdm,,Wife,Female,
34.0,,Divorced,Unmarried,,<=50K
31.0,Bachelors,Never-married,Not-in-family,,<=50K
29.0,HS-grad,Never-married,,Male,<=50K
41.0,,,Husband,Male,
,Assoc-voc,Married-civ-spouse,,Male,<=50K
35.0,,Married-civ-spouse,Husband,,>50K
33.0,Bachelors,Married-civ-spouse,Wife,Female,>50K
37.0,Bachelors,Never-married,Not-in-family,,<=50K
69.0,HS-grad,Married-civ-spouse,Wife,,
34.0,,,Own-child,,<=50K
60.0,Assoc-voc,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Husband,Male,<=50K
41.0,HS-grad,Married-civ-spouse,,Male,
58.0,Bachelors,Married-civ-spouse,Wife,Female,
53.0,,Married-civ-spouse,Husband,,<=50K
29.0,Some-college,,Husband,Male,
45.0,HS-grad,Divorced,Not-in-family,,
34.0,,Married-civ-spouse,,Male,<=50K
36.0,,Married-civ-spouse,,,<=50K
48.0,,Divorced,,Female,<=50K
20.0,,,Own-child,,<=50K
35.0,,Married-civ-spouse,Husband,Male,
63.0,HS-grad,,,,<=50K
41.0,Some-college,Divorced,Unmarried,Male,<=50K
28.0,Bachelors,Married-civ-spouse,Husband,Male,
30.0,Some-college,Never-married,Not-in-family,Female,<=50K
34.0,,Divorced,,Female,<=50K
31.0,,Never-married,,,<=50K
37.0,,Never-married,Own-child,,
42.0,,Divorced,,Male,
31.0,Some-college,,Husband,,
46.0,Masters,,,Male,>50K
35.0,HS-grad,Married-civ-spouse,,,
27.0,HS-grad,,,,<=50K
41.0,1st-4th,Married-civ-spouse,Husband,,<=50K
,Some-college,Never-married,Own-child,Female,<=50K
20.0,Some-college,Never-married,Not-in-family,,<=50K
59.0,HS-grad,,Unmarried,Female,
40.0,Bachelors,,Not-in-family,Male,
56.0,Some-college,,Husband,,
33.0,Masters,Married-civ-spouse,Husband,Male,>50K
30.0,Some-college,Never-married,Not-in-family,Female,<=50K
46.0,HS-grad,Married-civ-spouse,Husband,Male,
61.0,HS-grad,Married-civ-spouse,Husband,Male,
50.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
25.0,HS-grad,,Own-child,,
,Some-college,Divorced,Unmarried,Female,<=50K
,Some-college,Never-married,Not-in-family,,<=50K
51.0,,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,,Male,
34.0,Some-college,,Husband,Male,<=50K
46.0,,Married-civ-spouse,,,
28.0,Masters,Married-civ-spouse,Wife,,
26.0,Bachelors,Never-married,Unmarried,,<=50K
20.0,,Never-married,Own-child,Male,<=50K
